targetMuscle,title,path_url,exercise_id,exercise_name,targetMuscles_api,secondaryMuscles_api,bodyParts_api,equipments_api,gif_url,match_score,status,search_text
chest,Bench Press,data/Bench-Press.gif,3d7wHyd,dumbbell bench seated press,"[""delts""]","[""triceps"", ""chest""]","[""shoulders""]","[""dumbbell""]",https://static.exercisedb.dev/media/3d7wHyd.gif,80.0,matched,"dumbbell bench seated press [""delts""] [""triceps"", ""chest""]"
chest,Pec Deck Fly,data/Pec-Deck-Fly.gif,7saC5zz,cable decline fly,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/7saC5zz.gif,44.14,matched,"cable decline fly [""pectorals""] [""shoulders"", ""triceps""]"
chest,Dumbbell Pullover,data/Dumbbell-Pullover.gif,9XjtHvS,dumbbell pullover,"[""pectorals""]","[""latissimus dorsi"", ""triceps""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/9XjtHvS.gif,80.0,matched,"dumbbell pullover [""pectorals""] [""latissimus dorsi"", ""triceps""]"
chest,Low Cable Crossover,data/Low-Cable-Crossover.gif,0CXGHya,cable cross-over variation,"[""pectorals""]","[""deltoids"", ""triceps""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/0CXGHya.gif,60.44,matched,"cable cross-over variation [""pectorals""] [""deltoids"", ""triceps""]"
chest,High Cable Crossover,data/High-Cable-Crossover.gif,0CXGHya,cable cross-over variation,"[""pectorals""]","[""deltoids"", ""triceps""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/0CXGHya.gif,59.13,matched,"cable cross-over variation [""pectorals""] [""deltoids"", ""triceps""]"
chest,Cable Upper Chest Crossovers,data/Cable-Upper-Chest-Crossovers.gif,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,57.14,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
chest,Incline Barbell Bench Press,data/Incline-Barbell-Bench-Press.gif,3TZduzM,barbell incline bench press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""barbell""]",https://static.exercisedb.dev/media/3TZduzM.gif,80.0,matched,"barbell incline bench press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Dumbbell Fly,data/Dumbbell-Fly.gif,8DiFDVA,dumbbell rear fly,"[""delts""]","[""trapezius"", ""rhomboids""]","[""shoulders""]","[""dumbbell""]",https://static.exercisedb.dev/media/8DiFDVA.gif,80.0,matched,"dumbbell rear fly [""delts""] [""trapezius"", ""rhomboids""]"
chest,Dumbbell Bench Press,data/Dumbbell-Bench-Press.gif,3d7wHyd,dumbbell bench seated press,"[""delts""]","[""triceps"", ""chest""]","[""shoulders""]","[""dumbbell""]",https://static.exercisedb.dev/media/3d7wHyd.gif,80.0,matched,"dumbbell bench seated press [""delts""] [""triceps"", ""chest""]"
chest,Cable Crossover,data/Cable-Crossover.gif,0CXGHya,cable cross-over variation,"[""pectorals""]","[""deltoids"", ""triceps""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/0CXGHya.gif,58.54,matched,"cable cross-over variation [""pectorals""] [""deltoids"", ""triceps""]"
chest,One-Arm Cable Chest Press,data/One-Arm-Cable-Chest-Press.gif,6t00BsF,cable one arm incline press on exercise ball,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/6t00BsF.gif,69.09,matched,"cable one arm incline press on exercise ball [""pectorals""] [""shoulders"", ""triceps""]"
chest,Single-Arm Cable Crossover,data/Single-Arm-Cable-Crossover.gif,0CXGHya,cable cross-over variation,"[""pectorals""]","[""deltoids"", ""triceps""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/0CXGHya.gif,55.38,matched,"cable cross-over variation [""pectorals""] [""deltoids"", ""triceps""]"
chest,Incline Dumbbell Fly,data/Incline-Dumbbell-Fly.gif,1PLE8e9,dumbbell incline twisted flyes,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/1PLE8e9.gif,71.11,matched,"dumbbell incline twisted flyes [""pectorals""] [""shoulders"", ""triceps""]"
chest,Incline Dumbbell Press,data/Incline-Dumbbell-Press.gif,8eqjhOl,dumbbell palms in incline bench press,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/8eqjhOl.gif,80.0,matched,"dumbbell palms in incline bench press [""triceps""] [""chest"", ""shoulders""]"
chest,Reverse Grip Incline Dumbbell Press,data/Reverse-Grip-Incline-Dumbbell-Press.gif,641mIfk,barbell incline reverse-grip press,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""barbell""]",https://static.exercisedb.dev/media/641mIfk.gif,74.2,matched,"barbell incline reverse-grip press [""triceps""] [""chest"", ""shoulders""]"
chest,Machine Fly,data/Machine-Fly.gif,7WcQgkm,smith machine incline tricep extension - straight variation,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""smith machine""]",https://static.exercisedb.dev/media/7WcQgkm.gif,62.22,matched,"smith machine incline tricep extension - straight variation [""triceps""] [""shoulders""]"
chest,Decline Dumbbell Press,data/Decline-Dumbbell-Press.gif,1qrWgZ2,dumbbell decline hammer press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/1qrWgZ2.gif,80.0,matched,"dumbbell decline hammer press [""pectorals""] [""triceps"", ""shoulders""]"
chest,Lever Incline Chest Press,data/Lever-Incline-Chest-Press.gif,7B4F5nZ,lever calf press,"[""calves""]","[""hamstrings""]","[""lower legs""]","[""leverage machine""]",https://static.exercisedb.dev/media/7B4F5nZ.gif,65.19,matched,"lever calf press [""calves""] [""hamstrings""]"
chest,Chest Dips,data/Chest-Dips.gif,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,75.79,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
chest,Assisted Chest Dip,data/Assisted-Chest-Dip.gif,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,80.0,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
chest,Lying Cable Fly,data/Lying-Cable-Fly.gif,61GrD55,cable lying close-grip curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""cable""]",https://static.exercisedb.dev/media/61GrD55.gif,67.69,matched,"cable lying close-grip curl [""biceps""] [""forearms""]"
chest,Drop Push-Up,data/Drop-Push-Up.gif,0br45wL,push-up inside leg kick,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves"", ""core""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0br45wL.gif,58.95,matched,"push-up inside leg kick [""glutes""] [""quadriceps"", ""hamstrings"", ""calves"", ""core""]"
chest,Inner Chest Press Machine,data/Inner-Chest-Press-Machine.gif,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,57.14,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
chest,Decline Dumbbell Fly,data/Decline-Dumbbell-Fly.gif,1qrWgZ2,dumbbell decline hammer press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/1qrWgZ2.gif,71.11,matched,"dumbbell decline hammer press [""pectorals""] [""triceps"", ""shoulders""]"
chest,Incline Dumbbell Hammer Press,data/Incline-Dumbbell-Hammer-Press.gif,1qrWgZ2,dumbbell decline hammer press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/1qrWgZ2.gif,74.48,matched,"dumbbell decline hammer press [""pectorals""] [""triceps"", ""shoulders""]"
chest,Dumbbell Upward Fly,data/Dumbbell-Upward-Fly.gif,8DiFDVA,dumbbell rear fly,"[""delts""]","[""trapezius"", ""rhomboids""]","[""shoulders""]","[""dumbbell""]",https://static.exercisedb.dev/media/8DiFDVA.gif,66.67,matched,"dumbbell rear fly [""delts""] [""trapezius"", ""rhomboids""]"
chest,Narrow Grip Wall Push-Up,data/Narrow-Grip-Wall-Push-Up.gif,4cWjYEN,narrow push-up on exercise ball,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""stability ball""]",https://static.exercisedb.dev/media/4cWjYEN.gif,58.95,matched,"narrow push-up on exercise ball [""triceps""] [""chest"", ""shoulders""]"
chest,Shoulder Stretch Behind Back,data/Shoulder-Stretch-Behind-Back.gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,50.91,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
chest,Decline Chest Press Machine,data/Decline-Chest-Press-Machine.gif,2Pya1cP,cable decline press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/2Pya1cP.gif,65.0,matched,"cable decline press [""pectorals""] [""triceps"", ""shoulders""]"
chest,Lying Chest Press Machine,data/Lying-Chest-Press-Machine.gif,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,57.14,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
chest,Wall Push-up,data/Wall-Push-up.gif,0br45wL,push-up inside leg kick,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves"", ""core""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0br45wL.gif,58.95,matched,"push-up inside leg kick [""glutes""] [""quadriceps"", ""hamstrings"", ""calves"", ""core""]"
chest,Smith Machine Hex Press,data/Smith-Machine-Hex-Press.gif,7zdxRTl,smith leg press,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""smith machine""]",https://static.exercisedb.dev/media/7zdxRTl.gif,67.69,matched,"smith leg press [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
chest,Close-grip Incline Dumbbell Press,data/Close-grip-Incline-Dumbbell-Press.gif,7jGOBF3,dumbbell close grip press,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/7jGOBF3.gif,80.0,matched,"dumbbell close grip press [""triceps""] [""chest"", ""shoulders""]"
chest,Kneeling Push-up,data/Kneeling-Push-up.gif,225x2Vd,band kneeling twisting crunch,"[""abs""]","[""obliques""]","[""waist""]","[""band""]",https://static.exercisedb.dev/media/225x2Vd.gif,53.33,matched,"band kneeling twisting crunch [""abs""] [""obliques""]"
chest,Decline Cable Fly,data/Decline-Cable-Fly.gif,7saC5zz,cable decline fly,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/7saC5zz.gif,80.0,matched,"cable decline fly [""pectorals""] [""shoulders"", ""triceps""]"
chest,Smith Machine Bench Press,data/Smith-Machine-Bench-Press.gif,5v7KYld,smith incline bench press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""smith machine""]",https://static.exercisedb.dev/media/5v7KYld.gif,70.4,matched,"smith incline bench press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Smith Machine Incline Bench Press,data/Smith-Machine-Incline-Bench-Press.gif,5v7KYld,smith incline bench press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""smith machine""]",https://static.exercisedb.dev/media/5v7KYld.gif,80.0,matched,"smith incline bench press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Parallel Bar Dips,data/Parallel-Bar-Dips.gif,7xeukSt,scapula dips,"[""traps""]","[""rhomboids"", ""deltoids""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/7xeukSt.gif,44.14,matched,"scapula dips [""traps""] [""rhomboids"", ""deltoids""]"
chest,Back Pec Stretch,data/Back-Pec-Stretch.gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,50.91,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
chest,Lever Incline Hammer Chest Press,data/Lever-Incline-Hammer-Chest-Press.gif,7B4F5nZ,lever calf press,"[""calves""]","[""hamstrings""]","[""lower legs""]","[""leverage machine""]",https://static.exercisedb.dev/media/7B4F5nZ.gif,65.19,matched,"lever calf press [""calves""] [""hamstrings""]"
chest,Lever Crossovers,data/Lever-Crossovers.gif,4U7iLb5,lever pullover,"[""lats""]","[""triceps"", ""shoulders""]","[""back""]","[""leverage machine""]",https://static.exercisedb.dev/media/4U7iLb5.gif,53.33,matched,"lever pullover [""lats""] [""triceps"", ""shoulders""]"
chest,Reverse Grip Dumbbell Bench Press,data/Reverse-Grip-Dumbbell-Bench-Press.gif,9pQSkH8,dumbbell reverse grip incline bench two arm row,"[""upper back""]","[""biceps"", ""forearms""]","[""back""]","[""dumbbell""]",https://static.exercisedb.dev/media/9pQSkH8.gif,72.0,matched,"dumbbell reverse grip incline bench two arm row [""upper back""] [""biceps"", ""forearms""]"
chest,Lever Chest Press,data/Lever-Chest-Press.gif,7B4F5nZ,lever calf press,"[""calves""]","[""hamstrings""]","[""lower legs""]","[""leverage machine""]",https://static.exercisedb.dev/media/7B4F5nZ.gif,65.19,matched,"lever calf press [""calves""] [""hamstrings""]"
chest,Incline Push-up,data/Incline-Push-up.gif,1YB40kg,incline close-grip push-up,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""body weight""]",https://static.exercisedb.dev/media/1YB40kg.gif,80.0,matched,"incline close-grip push-up [""triceps""] [""chest"", ""shoulders""]"
chest,Svend Press,data/Svend-Press.gif,0dCyly0,barbell seated bradford rocky press,"[""delts""]","[""triceps"", ""upper back""]","[""shoulders""]","[""barbell""]",https://static.exercisedb.dev/media/0dCyly0.gif,50.0,matched,"barbell seated bradford rocky press [""delts""] [""triceps"", ""upper back""]"
chest,Reverse Push-up,data/Reverse-Push-up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,60.69,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Alternate Dumbbell Bench Press,data/Alternate-Dumbbell-Bench-Press.gif,3d7wHyd,dumbbell bench seated press,"[""delts""]","[""triceps"", ""chest""]","[""shoulders""]","[""dumbbell""]",https://static.exercisedb.dev/media/3d7wHyd.gif,70.18,matched,"dumbbell bench seated press [""delts""] [""triceps"", ""chest""]"
chest,Close-Grip Dumbbell Press,data/Close-Grip-Dumbbell-Press.gif,7jGOBF3,dumbbell close grip press,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/7jGOBF3.gif,80.0,matched,"dumbbell close grip press [""triceps""] [""chest"", ""shoulders""]"
chest,Clap Push-Up,data/Clap-Push-Up.gif,0br45wL,push-up inside leg kick,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves"", ""core""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0br45wL.gif,58.95,matched,"push-up inside leg kick [""glutes""] [""quadriceps"", ""hamstrings"", ""calves"", ""core""]"
chest,Above Head Chest Stretch,data/Above-Head-Chest-Stretch.gif,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,57.14,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
chest,Dynamic Chest Stretch,data/Dynamic-Chest-Stretch.gif,3uj0Ozg,dynamic chest stretch (male),"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/3uj0Ozg.gif,80.0,matched,"dynamic chest stretch (male) [""pectorals""] [""shoulders"", ""triceps""]"
chest,Single Dumbbell Close-grip Press,data/Single-Dumbbell-Close-grip-Press.gif,7jGOBF3,dumbbell close grip press,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/7jGOBF3.gif,80.0,matched,"dumbbell close grip press [""triceps""] [""chest"", ""shoulders""]"
chest,Kneeling Diamond Push-Up,data/Kneeling-Diamond-Push-Up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Dips Between Chairs,data/Dips-Between-Chairs.gif,7xeukSt,scapula dips,"[""traps""]","[""rhomboids"", ""deltoids""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/7xeukSt.gif,40.0,matched,"scapula dips [""traps""] [""rhomboids"", ""deltoids""]"
chest,Push-up With Push-up Bars,data/Push-up-With-Push-up-Bars.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,56.77,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Inverted Row,data/Inverted-Row.gif,1YUWDNZ,extended style inverted row,"[""upper back""]","[""biceps"", ""forearms""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/1YUWDNZ.gif,80.0,matched,"extended style inverted row [""upper back""] [""biceps"", ""forearms""]"
chest,Smith Machine Decline Bench Press,data/Smith-Machine-Decline-Bench-Press.gif,7zdxRTl,smith leg press,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""smith machine""]",https://static.exercisedb.dev/media/7zdxRTl.gif,67.69,matched,"smith leg press [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
chest,One Arm Decline Cable Fly,data/One-Arm-Decline-Cable-Fly.gif,7saC5zz,cable decline fly,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/7saC5zz.gif,80.0,matched,"cable decline fly [""pectorals""] [""shoulders"", ""triceps""]"
chest,Korean Dips,data/Korean-Dips.gif,7aVz15j,triceps dips floor,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""body weight""]",https://static.exercisedb.dev/media/7aVz15j.gif,44.14,matched,"triceps dips floor [""triceps""] [""chest"", ""shoulders""]"
chest,Straight Bar Dip,data/Straight-Bar-Dip.gif,4Ml7QFO,hanging straight leg raise,"[""abs""]","[""hip flexors""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/4Ml7QFO.gif,53.33,matched,"hanging straight leg raise [""abs""] [""hip flexors""]"
chest,Dumbbell One Arm Reverse Grip Press,data/Dumbbell-One-Arm-Reverse-Grip-Press.gif,5fKX7wi,dumbbell seated reverse grip one arm overhead tricep extension,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/5fKX7wi.gif,72.5,matched,"dumbbell seated reverse grip one arm overhead tricep extension [""triceps""] [""shoulders""]"
chest,Lever One Arm Chest Press,data/Lever-One-Arm-Chest-Press.gif,2KGnL6M,lever one arm shoulder press,"[""delts""]","[""triceps"", ""upper back""]","[""shoulders""]","[""leverage machine""]",https://static.exercisedb.dev/media/2KGnL6M.gif,69.09,matched,"lever one arm shoulder press [""delts""] [""triceps"", ""upper back""]"
chest,Standing One Arm Chest Stretch,data/Standing-One-Arm-Chest-Stretch.gif,1jXLYEw,standing lateral stretch,"[""lats""]","[""shoulders"", ""obliques""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/1jXLYEw.gif,64.0,matched,"standing lateral stretch [""lats""] [""shoulders"", ""obliques""]"
chest,Single Arm Medicine Ball Push-Up,data/Single-Arm-Medicine-Ball-Push-Up.gif,13TpY4H,raise single arm push-up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/13TpY4H.gif,68.57,matched,"raise single arm push-up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Stability Ball Decline Push-Up,data/Stability-Ball-Decline-Push-Up.gif,9Ap7miY,decline crunch,"[""abs""]","[""hip flexors""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/9Ap7miY.gif,53.33,matched,"decline crunch [""abs""] [""hip flexors""]"
chest,Dumbbell Pullover On Stability Ball,data/Dumbbell-Pullover-On-Stability-Ball.gif,9XjtHvS,dumbbell pullover,"[""pectorals""]","[""latissimus dorsi"", ""triceps""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/9XjtHvS.gif,80.0,matched,"dumbbell pullover [""pectorals""] [""latissimus dorsi"", ""triceps""]"
chest,Stability Ball Push-Up,data/Stability-Ball-Push-Up.gif,1IG6gVF,prone twist on stability ball,"[""abs""]","[""obliques"", ""lower back""]","[""waist""]","[""stability ball""]",https://static.exercisedb.dev/media/1IG6gVF.gif,62.22,matched,"prone twist on stability ball [""abs""] [""obliques"", ""lower back""]"
chest,Dumbbell Decline One-Arm Hammer Press,data/Dumbbell-Decline-One-Arm-Hammer-Press.gif,1qrWgZ2,dumbbell decline hammer press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/1qrWgZ2.gif,80.0,matched,"dumbbell decline hammer press [""pectorals""] [""triceps"", ""shoulders""]"
chest,Pike Push-up,data/Pike-Push-up.gif,0br45wL,push-up inside leg kick,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves"", ""core""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0br45wL.gif,58.95,matched,"push-up inside leg kick [""glutes""] [""quadriceps"", ""hamstrings"", ""calves"", ""core""]"
chest,Weighted Push-up,data/Weighted-Push-up.gif,0lQnxMZ,weighted sissy squat,"[""quads""]","[""glutes"", ""hamstrings"", ""calves""]","[""upper legs""]","[""weighted""]",https://static.exercisedb.dev/media/0lQnxMZ.gif,53.33,matched,"weighted sissy squat [""quads""] [""glutes"", ""hamstrings"", ""calves""]"
chest,Push-Up Plus,data/Push-Up-Plus.gif,0br45wL,push-up inside leg kick,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves"", ""core""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0br45wL.gif,58.95,matched,"push-up inside leg kick [""glutes""] [""quadriceps"", ""hamstrings"", ""calves"", ""core""]"
chest,Single Arm Push-up,data/Single-Arm-Push-up.gif,13TpY4H,raise single arm push-up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/13TpY4H.gif,80.0,matched,"raise single arm push-up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,One-Arm Kettlebell Chest Press,data/One-Arm-Kettlebell-Chest-Press.gif,7Ba7bQ2,kettlebell two arm clean,"[""delts""]","[""traps"", ""forearms""]","[""shoulders""]","[""kettlebell""]",https://static.exercisedb.dev/media/7Ba7bQ2.gif,58.95,matched,"kettlebell two arm clean [""delts""] [""traps"", ""forearms""]"
chest,Kettlebell Chest Press on the Floor,data/Kettlebell-Chest-Press-on-the-Floor.gif,7w6i0vE,kettlebell alternating press on floor,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""kettlebell""]",https://static.exercisedb.dev/media/7w6i0vE.gif,66.67,matched,"kettlebell alternating press on floor [""pectorals""] [""shoulders"", ""triceps""]"
chest,Wide Grip Bench Press,data/Wide-Grip-Bench-Press.gif,3QgteDK,barbell wide reverse grip bench press horizontal,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""barbell""]",https://static.exercisedb.dev/media/3QgteDK.gif,80.0,matched,"barbell wide reverse grip bench press horizontal [""pectorals""] [""triceps"", ""shoulders""]"
chest,Decline Barbell Bench Press,data/Decline-Barbell-Bench-Press.gif,3TZduzM,barbell incline bench press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""barbell""]",https://static.exercisedb.dev/media/3TZduzM.gif,74.07,matched,"barbell incline bench press [""pectorals""] [""shoulders"", ""triceps""]"
chest,One Arm Push Ups With Support,data/One-Arm-Push-Ups-With-Support.gif,4Jt8QsQ,push-up on lower arms,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""body weight""]",https://static.exercisedb.dev/media/4Jt8QsQ.gif,51.2,matched,"push-up on lower arms [""triceps""] [""chest"", ""shoulders""]"
chest,Band Standing Chest Press,data/Band-Standing-Chest-Press.gif,4x5Okof,resistance band seated chest press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""resistance band""]",https://static.exercisedb.dev/media/4x5Okof.gif,62.44,matched,"resistance band seated chest press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Seated Chest Stretch,data/Seated-Chest-Stretch.gif,17bqEXD,seated calf stretch (male),"[""calves""]","[""hamstrings""]","[""lower legs""]","[""body weight""]",https://static.exercisedb.dev/media/17bqEXD.gif,65.88,matched,"seated calf stretch (male) [""calves""] [""hamstrings""]"
chest,Foam Roller Chest Stretch,data/Foam-Roller-Chest-Stretch.gif,0L2KwtI,roller hip lat stretch,"[""glutes""]","[""hamstrings"", ""quadriceps""]","[""upper legs""]","[""roller""]",https://static.exercisedb.dev/media/0L2KwtI.gif,62.22,matched,"roller hip lat stretch [""glutes""] [""hamstrings"", ""quadriceps""]"
chest,Foam Roller Front Shoulder and Chest,data/Foam-Roller-Front-Shoulder-and-Chest.gif,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,57.14,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
chest,Assisted Reverse Stretch (Chest And Shoulder),data/Assisted-Reverse-Stretch-(Chest-And-Shoulder).gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,50.91,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
chest,Lying Upper Body Rotation,data/Lying-Upper-Body-Rotation.gif,7RWNjiB,dumbbell lying pronation on floor,"[""forearms""]","[""biceps"", ""triceps""]","[""lower arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/7RWNjiB.gif,44.14,matched,"dumbbell lying pronation on floor [""forearms""] [""biceps"", ""triceps""]"
chest,Lever Decline Chest Press,data/Lever-Decline-Chest-Press.gif,7B4F5nZ,lever calf press,"[""calves""]","[""hamstrings""]","[""lower legs""]","[""leverage machine""]",https://static.exercisedb.dev/media/7B4F5nZ.gif,65.19,matched,"lever calf press [""calves""] [""hamstrings""]"
chest,Fish Pose,data/Fish-Pose.gif,05Cf2v8,impossible dips,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""body weight""]",https://static.exercisedb.dev/media/05Cf2v8.gif,46.67,matched,"impossible dips [""triceps""] [""chest"", ""shoulders""]"
chest,Incline Chest Press Machine,data/Incline-Chest-Press-Machine.gif,5v7KYld,smith incline bench press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""smith machine""]",https://static.exercisedb.dev/media/5v7KYld.gif,58.46,matched,"smith incline bench press [""pectorals""] [""shoulders"", ""triceps""]"
